,high,high_abnormal,index_0_price,index_0_scores,index_1_price,index_1_scores,index_2_price,index_2_scores,index_3_price,index_3_scores,low,low_abnormal
62,468,,466,31.11111111111111,468,30.94017094017094,400,36.75213675213675,362,40.0,362,
63,468,,466,31.196581196581196,468,31.025641025641026,400,36.837606837606835,363,40.0,363,
64,468,,466,31.28205128205128,468,31.11111111111111,400,36.92307692307693,364,40.0,364,
65,468,,466,31.367521367521366,468,31.196581196581196,400,37.00854700854701,365,40.0,365,
66,468,,466,31.45299145299145,468,31.28205128205128,400,37.0940170940171,366,40.0,366,
67,468,,466,31.538461538461537,468,31.367521367521366,400,37.17948717948718,367,40.0,367,
68,468,,466,31.62393162393162,468,31.45299145299145,400,37.26495726495727,368,40.0,368,
69,468,,466,31.709401709401707,468,31.538461538461537,400,37.35042735042735,369,40.0,369,
70,468,,466,31.794871794871792,468,31.62393162393162,400,37.43589743589744,370,40.0,370,
71,468,,466,31.88034188034188,468,31.709401709401707,400,37.52136752136752,371,40.0,371,
72,468,,466,31.965811965811966,468,31.794871794871792,400,37.60683760683761,372,40.0,372,
73,468,,466,32.05128205128205,468,31.88034188034188,400,37.69230769230769,373,40.0,373,
74,468,,466,32.136752136752136,468,31.965811965811966,400,37.77777777777778,374,40.0,374,
75,468,,466,32.22222222222222,468,32.05128205128205,400,37.863247863247864,375,40.0,375,
76,468,,466,32.30769230769231,468,32.136752136752136,400,37.94871794871795,376,40.0,376,
77,468,,466,32.39316239316239,468,32.22222222222222,400,38.034188034188034,377,40.0,377,
78,468,,466,32.47863247863248,468,32.30769230769231,400,38.11965811965812,378,40.0,378,
79,468,,466,32.56410256410256,468,32.39316239316239,400,38.205128205128204,379,40.0,379,
80,468,,466,32.64957264957265,468,32.47863247863248,400,38.29059829059829,380,40.0,380,
81,468,,466,32.73504273504273,468,32.56410256410256,400,38.376068376068375,381,40.0,381,
82,468,,466,32.82051282051282,468,32.64957264957265,400,38.46153846153846,382,40.0,382,
83,468,,466,32.9059829059829,468,32.73504273504273,400,38.547008547008545,383,40.0,383,
84,468,,466,32.99145299145299,468,32.82051282051282,400,38.63247863247863,384,40.0,384,
85,468,,466,33.07692307692307,468,32.9059829059829,400,38.717948717948715,385,40.0,385,
86,468,,466,33.162393162393165,468,32.99145299145299,400,38.8034188034188,386,40.0,386,
87,468,,466,33.24786324786325,468,33.07692307692307,400,38.888888888888886,387,40.0,387,
